library,category,file_path,iteration,duration_us,status,expected_text,decoded_text
zbar,decoding,./qrcodes/decoding/v2VCard-Type.png,4,8100,Correct,"BEGIN:VCARD
VERSION:2.1
N:Standard;Joe;;;
FN:Joe Standard12.02
TEL:999-999-0001
TEL;WORK:999-999-0002
TEL;HOME:999-999-0003
TEL;CELL:999-999-0004
TEL;CELL;WORK:999-999-0005
TEL;CELL,WORK:999-999-0006
TEL;CELL;WORK;VOICE;MSG:999-999-0007
TEL;CELL;WORK;VOICE;type=MSG:999-999-0008
TEL;CELL;WORK;type=VOICE;type=MSG:999-999-0009
END:VCARD","BEGIN:VCARD
VERSION:2.1
N:Standard;Joe;;;
FN:Joe Standard12.02
TEL:999-999-0001
TEL;WORK:999-999-0002
TEL;HOME:999-999-0003
TEL;CELL:999-999-0004
TEL;CELL;WORK:999-999-0005
TEL;CELL,WORK:999-999-0006
TEL;CELL;WORK;VOICE;MSG:999-999-0007
TEL;CELL;WORK;VOICE;type=MSG:999-999-0008
TEL;CELL;WORK;type=VOICE;type=MSG:999-999-0009
END:VCARD
"
zbar,decoding,./qrcodes/decoding/v2VCard-Type.png,5,8144,Correct,"BEGIN:VCARD
VERSION:2.1
N:Standard;Joe;;;
FN:Joe Standard12.02
TEL:999-999-0001
TEL;WORK:999-999-0002
TEL;HOME:999-999-0003
TEL;CELL:999-999-0004
TEL;CELL;WORK:999-999-0005
TEL;CELL,WORK:999-999-0006
TEL;CELL;WORK;VOICE;MSG:999-999-0007
TEL;CELL;WORK;VOICE;type=MSG:999-999-0008
TEL;CELL;WORK;type=VOICE;type=MSG:999-999-0009
END:VCARD","BEGIN:VCARD
VERSION:2.1
N:Standard;Joe;;;
FN:Joe Standard12.02
TEL:999-999-0001
TEL;WORK:999-999-0002
TEL;HOME:999-999-0003
TEL;CELL:999-999-0004
TEL;CELL;WORK:999-999-0005
TEL;CELL,WORK:999-999-0006
TEL;CELL;WORK;VOICE;MSG:999-999-0007
TEL;CELL;WORK;VOICE;type=MSG:999-999-0008
TEL;CELL;WORK;type=VOICE;type=MSG:999-999-0009
END:VCARD
"
rqrr,rotations,./qrcodes/detection/rotations/image040.jpg,1,40005,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image040.jpg,2,39847,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image040.jpg,3,39819,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image040.jpg,4,39762,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image040.jpg,5,39671,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image040.jpg,1,6056,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image040.jpg,2,5928,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image040.jpg,3,5891,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image040.jpg,4,5821,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image040.jpg,5,5951,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image040.jpg,1,37344,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image040.jpg,2,37039,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image040.jpg,3,36891,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image040.jpg,4,36951,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image040.jpg,5,37079,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image040.jpg,1,72347,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image040.jpg,2,72455,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image040.jpg,3,72598,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image040.jpg,4,72518,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image040.jpg,5,72471,NoPoints,POINTS,Version 2 QR Code Test Image
rqrr,rotations,./qrcodes/detection/rotations/image041.jpg,1,39680,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image041.jpg,2,39462,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image041.jpg,3,39436,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image041.jpg,4,39391,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image041.jpg,5,39466,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image041.jpg,1,5836,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image041.jpg,2,5905,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image041.jpg,3,5751,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image041.jpg,4,5808,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image041.jpg,5,5919,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image041.jpg,1,36859,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image041.jpg,2,36740,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image041.jpg,3,36715,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image041.jpg,4,36793,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image041.jpg,5,36640,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image041.jpg,1,66915,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image041.jpg,2,66784,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image041.jpg,3,66846,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image041.jpg,4,67083,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image041.jpg,5,66915,Failed,POINTS,
rqrr,rotations,./qrcodes/detection/rotations/image043.jpg,1,38800,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image043.jpg,2,38758,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image043.jpg,3,38554,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image043.jpg,4,38543,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image043.jpg,5,38668,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image043.jpg,1,5977,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image043.jpg,2,6001,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image043.jpg,3,5845,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image043.jpg,4,5839,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image043.jpg,5,6069,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image043.jpg,1,36917,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image043.jpg,2,36764,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image043.jpg,3,36705,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image043.jpg,4,36667,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image043.jpg,5,36832,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image043.jpg,1,70542,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image043.jpg,2,70517,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image043.jpg,3,70785,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image043.jpg,4,70534,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image043.jpg,5,70759,NoPoints,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image042.jpg,1,39726,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image042.jpg,2,39592,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image042.jpg,3,39412,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image042.jpg,4,39440,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image042.jpg,5,39448,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image042.jpg,1,5977,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image042.jpg,2,6060,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image042.jpg,3,5924,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image042.jpg,4,5878,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image042.jpg,5,6137,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image042.jpg,1,37199,Correct,POINTS,VersiY 2 AR Aode0Ôest Iasge
bardecoder,rotations,./qrcodes/detection/rotations/image042.jpg,2,37025,Correct,POINTS,VersiY 2 AR Aode0Ôest Iasge
bardecoder,rotations,./qrcodes/detection/rotations/image042.jpg,3,36959,Correct,POINTS,VersiY 2 AR Aode0Ôest Iasge
bardecoder,rotations,./qrcodes/detection/rotations/image042.jpg,4,36922,Correct,POINTS,VersiY 2 AR Aode0Ôest Iasge
bardecoder,rotations,./qrcodes/detection/rotations/image042.jpg,5,36912,Correct,POINTS,VersiY 2 AR Aode0Ôest Iasge
zbar,rotations,./qrcodes/detection/rotations/image042.jpg,1,73641,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image042.jpg,2,73597,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image042.jpg,3,74031,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image042.jpg,4,73750,NoPoints,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image042.jpg,5,73699,NoPoints,POINTS,Version 2 QR Code Test Image
rqrr,rotations,./qrcodes/detection/rotations/image044.jpg,1,38170,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image044.jpg,2,37859,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image044.jpg,3,37784,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image044.jpg,4,37787,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rqrr,rotations,./qrcodes/detection/rotations/image044.jpg,5,37934,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image044.jpg,1,6270,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image044.jpg,2,6223,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image044.jpg,3,6178,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image044.jpg,4,6192,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image044.jpg,5,6255,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image044.jpg,1,37129,Correct,POINTS,Version 2 QR Code Test Image
bardecoder,rotations,./qrcodes/detection/rotations/image044.jpg,2,36776,Correct,POINTS,Version 2 QR Code Test Image
bardecoder,rotations,./qrcodes/detection/rotations/image044.jpg,3,36755,Correct,POINTS,Version 2 QR Code Test Image
bardecoder,rotations,./qrcodes/detection/rotations/image044.jpg,4,36771,Correct,POINTS,Version 2 QR Code Test Image
bardecoder,rotations,./qrcodes/detection/rotations/image044.jpg,5,36767,Correct,POINTS,Version 2 QR Code Test Image
zbar,rotations,./qrcodes/detection/rotations/image044.jpg,1,71058,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image044.jpg,2,71022,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image044.jpg,3,71009,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image044.jpg,4,71725,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image044.jpg,5,71010,NoPoints,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image023.jpg,1,38868,Correct,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image023.jpg,2,38768,Correct,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image023.jpg,3,38629,Correct,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image023.jpg,4,38626,Correct,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image023.jpg,5,38689,Correct,POINTS,Version 1 QR
rxing,rotations,./qrcodes/detection/rotations/image023.jpg,1,6275,Correct,POINTS,Version 1 QR
rxing,rotations,./qrcodes/detection/rotations/image023.jpg,2,6162,Correct,POINTS,Version 1 QR
rxing,rotations,./qrcodes/detection/rotations/image023.jpg,3,6052,Correct,POINTS,Version 1 QR
rxing,rotations,./qrcodes/detection/rotations/image023.jpg,4,6153,Correct,POINTS,Version 1 QR
rxing,rotations,./qrcodes/detection/rotations/image023.jpg,5,6369,Correct,POINTS,Version 1 QR
bardecoder,rotations,./qrcodes/detection/rotations/image023.jpg,1,37348,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image023.jpg,2,37157,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image023.jpg,3,37131,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image023.jpg,4,37066,Failed,POINTS,
bardecoder,rotations,./qrcodes/detection/rotations/image023.jpg,5,37296,Failed,POINTS,
zbar,rotations,./qrcodes/detection/rotations/image023.jpg,1,74046,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image023.jpg,2,73977,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image023.jpg,3,74108,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image023.jpg,4,74113,NoPoints,POINTS,Version 1 QR
zbar,rotations,./qrcodes/detection/rotations/image023.jpg,5,74215,NoPoints,POINTS,Version 1 QR
rqrr,rotations,./qrcodes/detection/rotations/image037.jpg,1,73037,Failed,POINTS,
rqrr,rotations,./qrcodes/detection/rotations/image037.jpg,2,72890,Failed,POINTS,
rqrr,rotations,./qrcodes/detection/rotations/image037.jpg,3,72864,Failed,POINTS,
rqrr,rotations,./qrcodes/detection/rotations/image037.jpg,4,73122,Failed,POINTS,
rqrr,rotations,./qrcodes/detection/rotations/image037.jpg,5,72974,Failed,POINTS,
rxing,rotations,./qrcodes/detection/rotations/image037.jpg,1,5945,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image037.jpg,2,6002,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image037.jpg,3,5812,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image037.jpg,4,5809,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
rxing,rotations,./qrcodes/detection/rotations/image037.jpg,5,6028,Correct,POINTS,ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789 ABC 123456789
bardecoder,rotations,./qrcodes/detection/rotations/image037.jpg,1,36722,Failed,POINTS,
